"","Kingdom","Phylum","Class","Order","Family","Genus","Species","Confidence","OTU"
"02b8bb6afdffdcaea83f00741369fca9","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9998741","02b8bb6afdffdcaea83f00741369fca9"
"02bcfa19f9c326b7e3ae5a8bd7d974d1","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","02bcfa19f9c326b7e3ae5a8bd7d974d1"
"02be863ccca9987597d2bd32078cc688","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7016260","02be863ccca9987597d2bd32078cc688"
"02c931b3c8aa5d6246aec17046aafcf4","Fungi","Basidiomycota","Exobasidiomycetes","Golubeviales","Golubeviaceae","Golubevia","Golubevia_pallescens","0.9999999","02c931b3c8aa5d6246aec17046aafcf4"
"02cc1c38bdd85779174796db38663b29","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7048947","02cc1c38bdd85779174796db38663b29"
"02cd09500f07815b2aed89fba18c2a81","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9999455","02cd09500f07815b2aed89fba18c2a81"
"02d0a48cfc8cbc1c459cd2913ff9de41","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","02d0a48cfc8cbc1c459cd2913ff9de41"
"02d61cea65ca0485538ec6dfc644108e","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","02d61cea65ca0485538ec6dfc644108e"
"02d8126eab92c60d7907465f110667d1","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","unidentified","unidentified","unidentified","0.8718635","02d8126eab92c60d7907465f110667d1"
"02d9416d93838a4bffcbce520c2a4a78","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","02d9416d93838a4bffcbce520c2a4a78"
"02dbe07db6110e5119e836d1d2f2447e","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","02dbe07db6110e5119e836d1d2f2447e"
"02e2a5af4bee7b903eb41dc92cd7da53","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","unidentified","0.9796202","02e2a5af4bee7b903eb41dc92cd7da53"
"02e32ff22bf820ff1b9352302630f5df","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.7350539","02e32ff22bf820ff1b9352302630f5df"
"02e35b445dd29110d36a2fd2dec36c51","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8590250","02e35b445dd29110d36a2fd2dec36c51"
"02e4f31cd3275b4d493d7489c373f90a","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","02e4f31cd3275b4d493d7489c373f90a"
"02e4f7214b0c0cdd911e46cbcecac717","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae",NA,NA,"0.7568692","02e4f7214b0c0cdd911e46cbcecac717"
"02e6c0ac10661625a02f074b715e61a6","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Plenodomus","Plenodomus_biglobosus","0.9955933","02e6c0ac10661625a02f074b715e61a6"
"02e96b35348df92c9d706fa0c81232ee","Fungi","Basidiomycota","Tremellomycetes",NA,NA,NA,NA,"1.0000000","02e96b35348df92c9d706fa0c81232ee"
"02f040599ce3a6cf53930609fcc52dc7","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8393481","02f040599ce3a6cf53930609fcc52dc7"
"02fae8b70c5586851e644d3e350a0162","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Gibellulopsis","Gibellulopsis_piscis","0.9999956","02fae8b70c5586851e644d3e350a0162"
"0300d5937de130beea28abf4c293cd8c","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8202929","0300d5937de130beea28abf4c293cd8c"
"03033fa8839416a628cca9574b7826cf","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","unidentified","unidentified","unidentified","0.7964483","03033fa8839416a628cca9574b7826cf"
"0303cc823800c83510e0b1305885a93a","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8311679","0303cc823800c83510e0b1305885a93a"
"0305becf5264ff4fa85d7ff033080b4c","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Gymnoascus","Gymnoascus_reessii","0.9999544","0305becf5264ff4fa85d7ff033080b4c"
"0313bac023ba5f38e557814d593e7e5e","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"0.9599470","0313bac023ba5f38e557814d593e7e5e"
"0313e66a012fa53b35b693793569174e","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7090468","0313e66a012fa53b35b693793569174e"
"0317ecfe7eef1a43b9210b4f2e534985","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0317ecfe7eef1a43b9210b4f2e534985"
"0327fe402871c227d1a22053b0aedcf0","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0327fe402871c227d1a22053b0aedcf0"
"032e8ae5dbdf3654cb7810010a1bc334","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","032e8ae5dbdf3654cb7810010a1bc334"
"032eb85dbab00380fc4fd0b3c3ff8a20","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","Coprinopsis_candidolanata","0.9903001","032eb85dbab00380fc4fd0b3c3ff8a20"
"033cc90db4cb115f3486186239408181","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8044788","033cc90db4cb115f3486186239408181"
"033ed393ed32670e6f1e10e6f94db3c1","Fungi","Basidiomycota","Agaricomycetes","Auriculariales",NA,NA,NA,"0.9995293","033ed393ed32670e6f1e10e6f94db3c1"
"0348e1e70ebe80c48938a1c8757ef308","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Pholiotina","unidentified","0.9999519","0348e1e70ebe80c48938a1c8757ef308"
"0349915df4675943199b03eba8ca9c47","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0349915df4675943199b03eba8ca9c47"
"034a93c2ec4883d3b932ac59619e2930","Fungi","Ascomycota",NA,NA,NA,NA,NA,"0.7280494","034a93c2ec4883d3b932ac59619e2930"
"035521ea89247250004df11e3652864c","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium","Olpidium_brassicae","1.0000000","035521ea89247250004df11e3652864c"
"0355957d57a0995eb6ddaab9573f3bb1","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0355957d57a0995eb6ddaab9573f3bb1"
"03611988f9955a3f65516965b6ce080d","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7699903","03611988f9955a3f65516965b6ce080d"
"0362ef1737961e303d2447d968f5ab61","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7508466","0362ef1737961e303d2447d968f5ab61"
"0375add2cc7b8c9009ac54c13ce061b2","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0375add2cc7b8c9009ac54c13ce061b2"
"03828004166d3cccfc16264cdaa5bd90","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","03828004166d3cccfc16264cdaa5bd90"
"038496c3646c9750c1375c4ce40ca4b3","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","Agaricus_bisporus","0.9726100","038496c3646c9750c1375c4ce40ca4b3"
"038ef662c53640fedde42e8d3c684e73","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"0.9618578","038ef662c53640fedde42e8d3c684e73"
"0392514fefd729f3dd7e5c8e6f45da3b","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9998797","0392514fefd729f3dd7e5c8e6f45da3b"
"039259bdfbc92ba1c46d5e1714e778e9","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","039259bdfbc92ba1c46d5e1714e778e9"
"03a51d7363124affb02b87398c27cb99","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Lycoperdon","Lycoperdon_pratense","0.9913074","03a51d7363124affb02b87398c27cb99"
"03b2e0f122ea6551141fa01480bf4493","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7301846","03b2e0f122ea6551141fa01480bf4493"
"03c9e1db0503833b60513f36910e6c1c","Fungi","Ascomycota",NA,NA,NA,NA,NA,"0.7179510","03c9e1db0503833b60513f36910e6c1c"
"03ce2b9b70d206a691ff6f4fe8a6952a","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","03ce2b9b70d206a691ff6f4fe8a6952a"
"03cfc5327e59ac06a9b58fe094874af3","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","03cfc5327e59ac06a9b58fe094874af3"
"03d394a3eb621873883285a6219aa49e","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8378183","03d394a3eb621873883285a6219aa49e"
"03d5b40d8a0466433384a040c36bdc05","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8375388","03d5b40d8a0466433384a040c36bdc05"
"03db0d1390b27c130f7413c878a7f708","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8611749","03db0d1390b27c130f7413c878a7f708"
"03e1ff3fc7d7e63eaa768d5168e24341","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","unidentified","unidentified","0.8966205","03e1ff3fc7d7e63eaa768d5168e24341"
"03e81767a64cc88352d970cc187cf55c","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Plenodomus","Plenodomus_biglobosus","0.9954927","03e81767a64cc88352d970cc187cf55c"
"03ea6955e52933849f7665e1cdf7fce0","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Stephanosporaceae","Lindtneria","unidentified","0.9688362","03ea6955e52933849f7665e1cdf7fce0"
"03eaeb16df4c765f78d881edf0c1186d","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9715337","03eaeb16df4c765f78d881edf0c1186d"
"03f0825e5fd9cbae9b376556da38a534","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","03f0825e5fd9cbae9b376556da38a534"
"03f3f922aaa57e27e4323f7dd67eab9e","Fungi","Ascomycota",NA,NA,NA,NA,NA,"0.7537646","03f3f922aaa57e27e4323f7dd67eab9e"
"03f46f0099503be9052a26fba3bd9968","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","03f46f0099503be9052a26fba3bd9968"
"03fa0b1fae886dfc4168d18e6d285704","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.7086230","03fa0b1fae886dfc4168d18e6d285704"
"03fbf8441a005597d446114fd4f2b0f9","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.9283456","03fbf8441a005597d446114fd4f2b0f9"
"03fcd38ad212638cb2d706665b09af50","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium",NA,"0.9930832","03fcd38ad212638cb2d706665b09af50"
"03fde61dc4c88d74269ba23df5bd6228","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_chlamydosporigena","0.8691224","03fde61dc4c88d74269ba23df5bd6228"
"04026ec44d9fe6d02d2afc4647781e48","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","04026ec44d9fe6d02d2afc4647781e48"
"04090f994468f89ab412fd8b18bf4dcc","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Funneliformis_mosseae","0.9827727","04090f994468f89ab412fd8b18bf4dcc"
"040e6e7c8de626fa537b5671f7a11124","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","040e6e7c8de626fa537b5671f7a11124"
"040f60dfbccce4bf95569b1717f05b5e","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","040f60dfbccce4bf95569b1717f05b5e"
"04105df0a9012ccd197e7b1a997b3095","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7535519","04105df0a9012ccd197e7b1a997b3095"
"0417014bc4437f39b61d1d9172ebb74b","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7634551","0417014bc4437f39b61d1d9172ebb74b"
"041825372e497f9ba28b952bb20c9f78","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","041825372e497f9ba28b952bb20c9f78"
"041a039b4d87671122775dcaf7571dab","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Atheliaceae","Leptosporomyces","unidentified","0.9972210","041a039b4d87671122775dcaf7571dab"
"042175a92b77e89c7ca71d8f203fccfc","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Absidia","unidentified","0.9999784","042175a92b77e89c7ca71d8f203fccfc"
"0422f33bc024bff9d8a9be33a911845e","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus","Thanatephorus_cucumeris","0.9487552","0422f33bc024bff9d8a9be33a911845e"
"042457f2c0e95a5abc2f22b89c1305c7","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Fomitopsis","Fomitopsis_cajanderi","0.7897086","042457f2c0e95a5abc2f22b89c1305c7"
"042a2862ab4b528725a38f609c5b32f3","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","042a2862ab4b528725a38f609c5b32f3"
"042e8fc88fb608a3442a9aa4c36fc4fb","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.7871285","042e8fc88fb608a3442a9aa4c36fc4fb"
"043038b0119f88caee72e674f0e80eeb","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","unidentified","unidentified","0.8276731","043038b0119f88caee72e674f0e80eeb"
"0430ccc65e95d9e8bd5504885385d922","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","Papiliotrema_frias","0.9999303","0430ccc65e95d9e8bd5504885385d922"
"043343e8612cb0b1c4f505323700dd0a","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8247843","043343e8612cb0b1c4f505323700dd0a"
"044891ee2c21639c9839c912a06d27ee","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7780807","044891ee2c21639c9839c912a06d27ee"
"04490d77f24c9b55725dc8310975230d","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8394049","04490d77f24c9b55725dc8310975230d"
"044e460695e039c274ab298daf48280a","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","044e460695e039c274ab298daf48280a"
"044f58ecec2548f791bbffe583d7d085","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","044f58ecec2548f791bbffe583d7d085"
"0452613ef235849beb9a86e2d14967e8","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","unidentified","0.8093345","0452613ef235849beb9a86e2d14967e8"
"045295ac491147facb9f3fc926354355","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","Scytalidium_lignicola","0.9913658","045295ac491147facb9f3fc926354355"
"0452b4340b9b4d6e6129d685ecc93af6","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"0.9950728","0452b4340b9b4d6e6129d685ecc93af6"
"04545fe1e98964f7f02e1d19255c788c","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9381568","04545fe1e98964f7f02e1d19255c788c"
"0455f470b3115bbee91ccfadbbf1b42a","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Bulleribasidium",NA,"1.0000000","0455f470b3115bbee91ccfadbbf1b42a"
"04588f15505c63b723df21cef5a991da","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","Paraphoma_fimeti","0.9696252","04588f15505c63b723df21cef5a991da"
"04749feb5465a606896ab39a62d0a7a5","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8716652","04749feb5465a606896ab39a62d0a7a5"
"04766f946d6a64c0ed1ae2e5e6bb9c52","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8004454","04766f946d6a64c0ed1ae2e5e6bb9c52"
"047903cc811968e9cd338e76081434df","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7195086","047903cc811968e9cd338e76081434df"
"0490f34b27e7df50a0ac8d8fa6423ada","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8826868","0490f34b27e7df50a0ac8d8fa6423ada"
"0496f549bd1a71154363b32c60e78a6f","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0496f549bd1a71154363b32c60e78a6f"
"04a65a98b76af957ab768327757b9dcd","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","04a65a98b76af957ab768327757b9dcd"
"04a720526b15e89201f7c29a7f603f33","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","Pseudohyphozyma","unidentified","0.9999941","04a720526b15e89201f7c29a7f603f33"
"04a7fe848307df5df1784ecc04617c95","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","04a7fe848307df5df1784ecc04617c95"
"04a87153da82eddb00cce020a1efe28d","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","04a87153da82eddb00cce020a1efe28d"
"04aa9aebc78431b110849e8057aec80f","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8882336","04aa9aebc78431b110849e8057aec80f"
"04ad932a146032f9c92a9b22926ed9c1","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8149728","04ad932a146032f9c92a9b22926ed9c1"
"04b092427d5458156da8018af2e07b8b","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8450237","04b092427d5458156da8018af2e07b8b"
"04b2b3dd15e91febe0ae7acb40c032f6","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","04b2b3dd15e91febe0ae7acb40c032f6"
"04ba0b317c59fab08165ed338b21baac","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9499703","04ba0b317c59fab08165ed338b21baac"
"04bb793f433f64d573e380250e14380a","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","04bb793f433f64d573e380250e14380a"
"04bc4b3f28ff213697566e23a18e7855","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7727893","04bc4b3f28ff213697566e23a18e7855"
"04c00e008ada9ab7acd3fe52248c16d0","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","04c00e008ada9ab7acd3fe52248c16d0"
"04c5582cec062f23eb3836ba58655c1b","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.7753244","04c5582cec062f23eb3836ba58655c1b"
"04c7909fa4f9253c849fcae7811fb39a","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7460630","04c7909fa4f9253c849fcae7811fb39a"
"04cbb556f64bfe16bfc3dc34bd817c5b","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus","Thanatephorus_cucumeris","0.9315399","04cbb556f64bfe16bfc3dc34bd817c5b"
"04cc96b2980a9f105ccfd7c7b07a9ee6","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Setophoma","Setophoma_terrestris","0.9804511","04cc96b2980a9f105ccfd7c7b07a9ee6"
"04cd1c8f8243228aa54b9f93faa6e361","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8365930","04cd1c8f8243228aa54b9f93faa6e361"
"04d24f793e27ffc3f0f1398c730d1c46","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","Filobasidium_stepposum","0.9767773","04d24f793e27ffc3f0f1398c730d1c46"
"04d4e13c27fa9969aa0a77602067c05f","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","04d4e13c27fa9969aa0a77602067c05f"
"04db86cfab40acf57818954a8518e198","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","04db86cfab40acf57818954a8518e198"
"04dc4dea4a8e28415b029710fa480264","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","04dc4dea4a8e28415b029710fa480264"
"04e851f6a7be4848edbc783398cbab00","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,"0.9959641","04e851f6a7be4848edbc783398cbab00"
"04ef663106009a3c1e91d6c552b94339","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glomus_macrocarpum","0.9998709","04ef663106009a3c1e91d6c552b94339"
"04f133c46a6f15e851a3567163e740c3","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","04f133c46a6f15e851a3567163e740c3"
"04f65ffd9dc912129308c096115cac55","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9098364","04f65ffd9dc912129308c096115cac55"
"04f6db7fe20907a46a8bf89fa650e1eb","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","04f6db7fe20907a46a8bf89fa650e1eb"
"04f895a9cd0680898ad2df50f04bdfcd","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula",NA,"0.9999993","04f895a9cd0680898ad2df50f04bdfcd"
"04ff574d689f920efffa37889c6839e7","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","04ff574d689f920efffa37889c6839e7"
